5.200121830057633510e+00,4.751344583765606977e+00,2.722600275243580725e+00,5.483651667664859453e-01
4.785495234728064595e+00,5.319442437725859563e+00,1.611026377234030527e+00,1.543204987527545091e+00
1.021142123794263723e+00,5.235338358918001589e+00,6.821404155934885694e+00,1.924630852631119993e+00
1.089873875415890225e+01,8.458748689454729686e+00,5.029323809231829756e+00,1.573683649629219916e+00
5.949212081981146483e+00,5.243798134798504762e+00,4.111723360748076317e+00,1.244421604070799159e+00
6.018003256735246609e+00,3.630115691993734295e+00,3.121756389917758945e+00,1.784222585630741875e+00
5.864237368398366179e+00,2.680825835369772925e+00,4.113767367857122714e+00,2.364339705674375569e+00
1.026607247272408152e+00,4.235749321455722693e+00,5.198097025383956904e+00,1.403078107664852636e+00
1.980458022568520216e+00,4.058054058563802080e+00,5.152829917703307672e+00,7.875658095579637363e-01
8.160156358796969434e-01,4.407461826378772152e+00,4.687465060802792571e+00,1.338176638240849092e+00
9.851181671540086171e+00,8.018365243331011527e+00,5.242063815548087646e+00,3.310308538263365907e+00
7.596135903196659989e+00,1.080268586679873977e+01,6.382631990232987995e+00,1.621262561392772916e+00
5.655735078858841192e+00,2.259654936969086592e+00,4.420309226453175810e+00,6.901647913160631198e-01
9.659108324650780730e+00,9.388353733704454029e+00,5.048224652991943451e+00,2.467081876727818646e+00
5.640583245148001801e+00,4.577922277891931735e+00,2.043569318523976719e+00,1.662033332200429037e+00
9.756354334038526588e+00,9.412500861619193415e+00,5.255872975395607050e+00,9.302561085374683181e-01
9.466689514011834561e+00,7.179684103486639657e+00,5.492295079324266638e+00,8.084530732825847554e-01
9.874454495814763533e+00,9.591693321058340160e+00,6.211113940959417157e+00,1.903816073867278913e+00
5.320690162011274538e+00,3.937654790058457088e+00,4.295115930473826005e+00,1.457570970530268184e+00
-8.339118588781828656e-01,4.561632423522579138e+00,4.517533537341964944e+00,1.889656933374550984e+00
-1.487623285615691238e-01,5.343227051463879995e+00,5.315441046371228495e+00,9.840842932511923991e-01
8.301110690726368091e+00,9.867525310919127435e+00,4.809110095373212879e+00,1.871430060032357012e+00
5.490468070276467216e+00,2.958194041740978442e+00,1.907704186991746598e+00,3.349474585652448155e+00
2.309274326210155603e+00,5.761418526789436001e+00,5.583024590083650374e+00,1.966467947106107506e+00
1.813734107035708698e+00,5.513190624599857870e+00,5.420356860907721064e+00,1.648574260076768327e+00
1.036220692867134119e+01,8.715670116475836338e+00,5.223997658701563296e+00,1.464779608594978466e+00
1.624215522765420694e+00,3.854473188564727870e+00,4.254295976211134978e+00,1.027668148211001053e+00
5.428088579603586261e+00,2.785276210608719438e+00,2.550401608818499533e+00,2.072552628681848308e+00
6.179265823123785140e+00,3.780602320777628922e+00,3.504848506859999713e+00,1.868842119243737443e+00
5.827901181808141651e+00,4.088192211311493018e+00,2.829714898091781450e+00,6.089978155879516297e-01
9.534301446556826320e+00,9.066875746412021542e+00,4.255995062344242186e+00,1.485162899964063588e+00
4.415259314617454578e+00,4.497195389721005299e+00,3.117422869031690968e+00,7.730658323881549610e-01
1.620938959122431022e+00,3.221364776604582758e+00,4.985492471969482864e+00,1.456938785189980434e+00
5.008220060389895423e+00,4.098737159237306749e+00,4.884889892709438186e+00,1.751722828126514031e+00
9.621842498295148260e+00,9.032770579162120228e+00,5.574746073195081308e+00,1.298046864391428690e+00
8.135332509858272942e-02,5.282408643235971368e+00,6.635172011476731413e+00,1.291792655976216952e+00
5.068981224940968922e+00,5.940914492029111926e+00,2.637962151721044535e+00,1.839441183597202878e+00
6.582441737425430262e+00,5.067134623092263368e+00,2.119897268155336967e+00,2.963481700890526316e+00
1.471889257545693663e+00,4.813424951390862461e+00,5.634780276736486293e+00,3.132966399384479406e+00
3.578966878795363238e-01,5.111910532021826548e+00,5.809984620168961555e+00,2.118811676572855962e+00
1.726914971247349495e+00,4.529348662646246915e+00,7.291575219114764472e+00,1.543577554593444034e+00
8.938408217801189437e+00,9.190797110404192338e+00,6.084151073818111932e+00,1.063330929311037121e+00
6.764031802311587960e+00,2.602118757967370133e+00,3.069665806351788095e+00,2.042582788064408739e-01
1.042871239176855980e+00,4.013599062525750050e+00,3.474931481923420051e+00,5.787760948769307134e-01
5.079535940451251008e+00,3.810924919858504456e+00,3.086527414701759398e+00,1.951968776016498319e+00
7.245450352365848445e+00,8.245310362306094376e+00,4.827573456611782277e+00,1.632326033827527834e+00
8.828225632370648057e+00,9.621036750193590947e+00,4.604907264113011323e+00,1.450142841934794369e+00
8.607481254848609709e+00,9.893449305331989407e+00,5.045268067331152295e+00,2.187162655773207121e+00
3.442333777977538478e+00,4.114266926331508145e+00,1.889517124029179485e+00,1.403437212589468741e+00
7.788523740537237394e+00,9.361105006483194657e+00,4.979129638426528892e+00,8.959114230927744948e-01
7.439586731123231544e+00,3.929415214102351062e+00,1.546664867870159554e+00,2.255646802619756031e+00
5.591133075076433201e+00,2.865147752234233458e+00,1.230770563608380996e+00,1.894754864560554752e+00
1.574467324914440303e-01,3.997127399939049752e+00,4.918566023604133086e+00,1.429226595287779178e+00
1.423576397862922782e+00,4.139686890819935350e+00,6.505792006411654782e+00,-1.930432184513719562e-04
8.105530743797867643e+00,8.844162202113979632e+00,3.297686498423891166e+00,3.155891315889946647e+00
8.729918874005472063e+00,8.453570901852051733e+00,6.616019061211229513e+00,4.175274736082346116e-01
6.619585923068076028e+00,3.700373088893205598e+00,2.695630494744710504e+00,1.720104251285004660e+00
8.181163848353937951e+00,7.743643112411593421e+00,4.406378301130605912e+00,-2.597351485111136782e-01
6.310671080669709276e+00,3.090518949647469871e+00,3.235366165272537398e+00,3.385426662206414417e-01
8.389183589834937393e+00,9.834053574670162945e+00,3.532296301114100423e+00,1.035466815167046750e+00
8.814405827175873398e+00,8.351185679274374607e+00,5.831950305252885158e+00,4.079610112946991940e-01
5.161482989922044240e+00,3.756336717029065575e+00,3.023969034263388700e+00,1.448135704448490158e+00
